Tweet,Date,♡,Image
"Ihr habt Eure Großeltern gefragt warum sie Heil-Hitler riefen.
Euch werden Eure Enkel fragen warum Ihr #RefugeesWelcome gekräht habt.",Dec 09 2017,60,
"Ihr wollt uns jüdischen Gross Bankiers auf dem silbernen Tablett servieren, zu Sklaven der jüdischen Hochfinanz machen, richtig asozial auspressen wie eine Dauer-Melkkuh. Nix da! Afd, da wird euch EU- Lumpenpack geholfen:-) http://",Dec 09 2017,0,
In ganz #Deutschland knallen die Sekt-Korken: Syrische Gefährder und Kriminelle dürfen bleiben! http://,Dec 09 2017,259,
"In vielen Ländern ? Nein, nur bei den Religioten... http://",Dec 09 2017,1,
Islamische Gesänge in der Kirche. Eine Freude. http://,Dec 09 2017,3,
Islamische gewaltverherrlichende Demonstranten ziehen durch die deutsche Hauptstadt und verbrennen die Fahne souveräner Staaten!!Unter einer richtigen deutschen Regierung würde solche islamo-faschistoide Exesse NICHT GEDULDET!UNTER EINER MERKEL DIKTATUR WIRD DIES TOLLERIERT!! http://,Dec 09 2017,1,
IST DENEN DOCH EGAL- SIND DOCH SELBST NICHT BESSER http://,Dec 09 2017,1,
"Ist Euch mal aufgefallen wieviele Asiaten und Spanier es inzwischen in Deutschland gibt?
Und keiner von uns bösen Nazis und Fremdenhassern fordert die in ihre Heimatländer zu schicken.
Warum nur?",Dec 09 2017,353,
"Ist halt nicht so einfach sich echten Gegnern zu stellen.

Ich hoffe der Lappen kriegt in jeder Haftbude richtig vorn Kopp!!!
#FightBack 
http://",Dec 09 2017,0,
"Ist schon wieder der 1. April? Es gibt jetzt eine Apostelin und Adam wird durch ""Mensch"" ersetzt? http://",Dec 09 2017,0,
JA - DANKE AFD- DIE EINZIGEN MUTIGEN POLITIKER- DIE SICH NICHT SCHEUEN DIE WAHRHEIT ZU SAGEN- WIR SIND EIN LAND DER WEICHEIER GEWORDEN- TRAURIG- http://,Dec 09 2017,1,
"Ja wer welcome plärrt, muss für Welcome auch haften. :-)) http://",Dec 09 2017,0,
"Ja, auch Deutsche begehen Verbrechen. Und genau aus diesem Grund müssen wir uns nicht noch mehr Verbrecher ins Land holen. http://",Dec 09 2017,5,
Jagdunfall: Todesursache war Wildschwein-Angriff  http://,Dec 09 2017,1,
JAWOHL- WARUM DAS NICHT VON ANFANG AN GEMACHT WURDE- STATT ALLES FRAGLOS HINZUNEHMEN IST UNBEGREIFLICH http://,Dec 09 2017,1,
"Kein wunder, wo Kanzlerin drin sitzt dort Pleite angesagt 😂👍😀
http://",Dec 09 2017,1,
"Kennt ihr dass, wenn es so unverschämt wird, dass man schon drüber lacht ? Nein ? Dann schaut euch diese gespielte Fassungslosigkeit an 😂😂😂 http://",Dec 09 2017,13,
"Lustig wäre jetzt wo in Syrien Frieden herrscht alle, die im Hotel Deutschland als Syrer abgestiegen sind, dorthin zurück zu schicken.
Da würde der eine oder andere Marokkaner ziemlich blöd gucken.",Dec 09 2017,18,
"Mal wieder #HierarchiederOpfer - Kult vom Feinsten... das läßt sich nur mehr in religiösen Kategorien begreifen.
http:// http://",Dec 09 2017,10,
"Mama #Merkel,wie lange dauert‘s noch? #Martin hat gepupst ,darf ich ihn mit Deutschland-Flagge uffe Fresse hau‘n? #Bätschi",Dec 09 2017,8,
"Man könnte Rotz und Wasser heulen: Seit 2015 profitieren wir doch alle von Merkels eloquenten Fachkräften!
http://",Dec 09 2017,70,
"Man muss Trumps Anerkennung von #Jerusalem einfach lieben: Weltweit purzeln jetzt die Masken der ach so toleranten und integrierten Moslems.
#Intifada http://",Dec 09 2017,286,
"Merkel an Bord, ein Omen diese Panne. http://",Dec 09 2017,3,
Merkel Flüchtling sind Schläfer krimineller vergewaltiger  http://,Dec 09 2017,0,
"Muslime dürfen ihre Toten nach ihren Riten ohne Sarg bestatten, aber ich darf mir nicht mal die Urne mit der Asche meiner Oma in die Vitrine stellen. http://",Dec 09 2017,148,
"muslimische einwanderer sind gefährlich, deutsche obdachlose sind es nicht,der deutsche allgemein ist dafür nicht gemacht es sei denn man reizt ihn bis aufs blut!
🇩🇪😡😠🤢 http://",Dec 09 2017,0,
"Nachzulesen auf ""Relevante Strukturen"" Taschenbuch 
von @name http://",Dec 09 2017,1,
"Nafris Bestien sind die Sex willkommen  von grüne/linke Frauen ,nafris und Affen 🦍 kkleine Unterschied ,nafris reden http://",Dec 09 2017,0,
Nafris von Merkel Maas Flüchtling Politik sind dise krimineller!🐷Grüne Linke wollen nur Sex und Droge von nafris  http://,Dec 09 2017,0,
"Nein wir müssen für die erste Klasse Flüge zahlen,plus Kohle für eigene Firma zu finanzieren,während deutsche zu Almosenempfängern dekratiert werden.Uns vorgaukeln, es sei kein Geld für uns Deutsche da,aber monatlich Billionen für kriminelle Grenzbrecher u. Christenhasser zahlen! http://",Dec 09 2017,1,
NEIN??? DAS IST EIN HORRORWITZ- ODER??? http://,Dec 09 2017,0,
Nimmt man so etwas im Ausland eigentlich wahr? Haben wir eventuell ein Problem mit #Moslems in #Deutschland und #Europa? #Asyl #Migranten #Islam #Terror #Israel #AfD http://,Dec 09 2017,0,
Nordrhein-Westfalen: Städte kündigen für #Silvester Böllerverbote an #NRW #Sicherheit http://,Dec 09 2017,1,
"OB DIE WÄHLER DIESER PARTEIEN DAS NOCH IMMER NICHT BEGREIFEN?- DIE UNS JETZT DEN GLEICHEN MIST ALS GUT VERKAUFEN WOLLEN
http://",Dec 09 2017,0,
"Polens Ministerpräsident:
„Wir lassen nicht zu, dass man uns erpresst“. http://",Dec 09 2017,5,
Pool statt Prozess: Luxuriöse #Reha für #Dschihadisten http://,Dec 09 2017,0,
"Populismus betont den Gegensatz zwischen „Volk“ und „Elite“ und nimmt dabei in Anspruch, auf der Seite des „einfachen Volkes“ zu stehen. #JeSuisPopulist",Dec 09 2017,6,
RICHTIG- DIE BUNDESWEHR ÜBERNIMMT JA AUCH UNANGENEHME AUFGABEN IN DIESEN KRITISCHEN LÄNDERN http://,Dec 09 2017,0,
"RT @AfD: Der erbärmliche Umgang mit den Hinterbliebenen des Anschlags vom #Breitscheidplatz!
»Man kommt, glaube ich, nicht umhin, einen Zusammenhang zwischen dem  offenkundigen Desinteresse und der Natur des Anschlags zu sehen.«
http://",Dec 09 2017,0,
"RT @name: "" ... wer noch glaubt, Merkel sei von den Ereignissen überrollt worden, überfordert gewesen, der wird nun mit dem wahren Ausmaß der #Katastrophe konfrontiert: Merkels Libyen-Agenda mit Schützenhilfe des neuen französischen Präsidenten.""
http://",Dec 09 2017,0,
"RT @name: ""Alles richtig, nur ein Irrtum im letzten Satz: Syrer, Türken u der sonstige Mob ohne dt. Pass haben kein #Demonstrationsrecht. Art.8 GG ist ein Deutschenrecht. Nur für Deutsche. Man traut sich kaum, das auszusprechen... aber ist so"", @name http://",Dec 09 2017,0,
"RT @name: ""Der Deutsche #Richterbund fordert für Amtsträger im Gerichtssaal ein bundesweit einheitliches Verbot religiöser Kleidung""
http://",Dec 09 2017,0,
"RT @name: ""Doch auch die Wahrscheinlichkeit, Opfer einer Gewalttat zu werden, ist 2016 gestiegen. Einen Anstieg von 12,5 Prozent bei Körperverletzungen registrierte die Bundespolizei im Vergleich zum Vorjahr. Die Taten wurden vor allem an Bahnhöfen begangen.""
http://",Dec 09 2017,0,
"RT @name: ""Immer mehr in #Griechenland festsitzende Flüchtlinge versuchen, per Flugzeug mit gefälschten Pässen in andere EU-Staaten zu gelangen.""
http://",Dec 09 2017,0,
"RT @name: ""Islam ist Bestandteil Bayerns"" - #CSU-Spitzenkandidat #Söder😫, solche Aussagen werden Dir bei der Landtagswahl 2018 in Bayern das Genick brechen. Wir freuen uns drauf😃!  #AfD 👥 wirkt! 😜 #Islamisierung #Ditib #LtwBy #LTWBy2018 @AfD http://",Dec 09 2017,0,
"RT @name: ""Kann man nur sagen: Wichser!"". Nazi-Actionfigur erzürnt Til Schweiger ❗️DAS IST IRONIE DES SCHICKSALS.  DER SUPER GUTMENSCH + AfD GEGNER IST  SS - MANN - FIGUR  ‼️ 😂😂 http://",Dec 09 2017,0,
"RT @name: ""Messer-Attacke von #Altena: So manipulieren Mainstream-Medien!""
http://",Dec 09 2017,0,
"RT @name: ""Sollte sich Frau #Merkel den #SPDBPT17 angesehen haben, kann sie sich schon einmal auf #Neuwahlen oder eine #Minderheitsregierung einstellen"" sagt @name vom @news 
#SPD #Schulz #Groko http://",Dec 09 2017,0,
"RT @name: #Absurdistan news : ⤵ ⤵ 
http://
Bitte teilen!!!",Dec 09 2017,0,
"RT @name: #AfD-Mitglieder wurden auf dem Weg zum Bundesparteitag in ihrem Auto von Linken attackiert: Sie versuchten, die Türen aufzureißen und demolierten den Wagen
http://",Dec 09 2017,0,
"RT @name: #Albstadt-Ebingen: Vier rumänische Diebinnen gehen vor #Weihnachten in die Vollen - neben der Beute für 600 Euro aus #TOOM  haben sie zuhause Diebesgut für ca. 15.000 Euro gebunkert
http://",Dec 09 2017,0,
"RT @name: #Bad Hersfeld: Algerischer Betrüger reist unter falschem Namen in den Niederlanden ein - Rückführung nach Deutschland
http://",Dec 09 2017,0,
"RT @name: #Berlin: Rumänischer Linienbusfahrer transportiert neben Passagieren #Schmuggelware - u.a. Wasserpfeifentabak und Alkohol
http://",Dec 09 2017,0,
"RT @name: #Bochum: Zwei dunkelhäutige Einbrecher ermorden brutal eine betagte Dame, ihr Mann erliegt später den Verletzungen
http://",Dec 09 2017,0,
"RT @name: #Bozen: Die Carabiniere beschlagnahmt ein #Messer mit einer 20 Zentimeter langen Klinge von einem Marokkaner
http://",Dec 09 2017,0,
"RT @name: #Braunschweig: Mit Akzent sprechender Räuber mit dunklem Teint bedroht Kiosk-Mitarbeiter beim Geldzählen mit #Machete, ein Komplize hat eine Schusswaffe, doch der Bedrohte bleibt cool
http://",Dec 09 2017,0,
"RT @name: #Bundeskloake - das bunte Dreckloch, wo das Recht beim Stärkeren liegt.

 http://",Dec 09 2017,0,
"RT @name: #Calw: Gruppe von 10 vermutlich Ausländern verfolgt 3 Jugendliche bis zum Bahnsteig, fordert Geld und Handy, schlägt und tritt auf sie ein - vermutlich ist ein Drogengeschäft der Grund
http://",Dec 09 2017,0,
"RT @name: #Chemnitz: Anklage wegen #Vergewaltigung gegen zwei 14-jährige syrische Brüder, sie sollen eine 14-Jährige auf offener Straße überfallen und missbraucht haben - einer von ihnen will sich nur einen Tag später an einer 31-jährigen Frau vergehen
http://",Dec 09 2017,0,
"RT @name: #Deutschland 2.0: Antisemitismus in den Straßen,No Go Areas,Messerattacken,Weihnachtsmärkte gesichert wie Fort Knox,Antifa marschiert,Terror und Gewalt. Merkt Ihr selbst was hier gerade passiert? Anscheinend nicht 👎",Dec 09 2017,0,
"RT @name: #Dresden: Weitere Verdachtsfälle von #Tuberkulose an #Hoga-Schule, bei den Betroffenen wurden Erreger festgestellt - nun sollen alle 900 Schüler untersucht werden
http://",Dec 09 2017,0,
"RT @name: #Düsseldorf: Drei arabischsprachige Männer schlagen unvermittelt auf eine Passantin ein, rauben ihr die #Handtasche
http://",Dec 09 2017,0,
RT @name: #Essen: Razzien in mehreren Lokalen nach gewalttätigen Auseinandersetzungen http://,Dec 09 2017,0,
"RT @name: #Essen: Zwei südländisch aussehende ""#Techniker"" lenken eine Seniorin in ihrer Wohnung ab, klauen ihr Schmuck und eine Uhr - bei einer Nachbarin gingen sie leer aus
http://",Dec 09 2017,0,
"RT @name: #FDP #Jamaikaaus Danke, Herr #Lindner, für Ihre Konsequenz! Sie haben mutig das einzig Richtige getan. Lassen Sie sich von dem Geschreibsel nicht vom richtigen Weg abbringen! http://",Dec 09 2017,0,
"RT @name: #Frankfurt: 19-Jähriger bei Streit in Flüchtlingsunterkunft erstochen
http://
#refugeesNOTwelcome #FFM",Dec 09 2017,0,
"RT @name: #Frankfurt: Afghanischer Flüchtling sticht im Asylheim einem Eritreer ein #Messer in den Hals, ein Mitbewohner findet die Leiche kurze Zeit später - der Täter türmt nach Dortmund
http://",Dec 09 2017,0,
"RT @name: #Görlitz: Rumäne transportiert in Holzkisten #Hundewelpen zu gewerblichen Zwecken, verstößt damit gegen Tierschutzgesetze
http://",Dec 09 2017,0,
"RT @name: #Hamburg: Kasache gibt sich als falscher #Polizist bei einer betagten Dame aus, erbeutet dabei hochwertigen Schmuck und Bargeld
http://",Dec 09 2017,0,
"RT @name: #Hamburg: Rumäne tritt von hinten an eine betagte aber rüstige Dame heran berührt sie unsittlich, sie folgt ihm fertigt Fotos an und sieht, wie er eine weitere Frau begrapscht
http://",Dec 09 2017,0,
"RT @name: #Hamburg: Rumäne und Komplize berauben ein betagtes #Ehepaar im Treppenhaus eines Ärztehauses - durch einen Zeugen und einem Polizisten können ihm weitere Straftaten nachgewiesen werden
http://",Dec 09 2017,0,
"RT @name: #Hamm: Dunkelhäutiger Mann reißt einer Frau den Rucksack vom #Kinderwagen, tritt sie, als sie ihn sich zurückholen will
http://",Dec 09 2017,0,
"RT @name: #Herne: Mit den Worten ""Schokoticket oder Schläge!"" zwingen ein Jugendlicher mit dunkler Haut und sein Komplize einen 11-Jährigen auf dem Weg zur #Schule, sein Ticket rauszugeben
http://",Dec 09 2017,0,
"RT @name: #Hildesheim: Mann mit ""mittelmäßig getöntem"" Teint beobachtet zwei Mädchen (7, 10) auf dem Schulspielplatz, holt sein Glied aus der Hose und stöhnt - als er zu ihnen kommt und sie anspricht fliehen die Kinder
http://",Dec 09 2017,0,
"RT @name: #Ibbenbüren: Gruppe #Jugendlicher mit ""möglicherweise Migrationshintergrund"" kehrt nach einem Streit mit Verstärkung zurück, greift ihre Kontrahenten mit Gürteln und Stöcken an und verletzt drei junge Männer
http://",Dec 09 2017,0,
RT @name: #Islam-Kritiker #Stürzenberger freigesprochen: Bezeichnung #Islam ist faschistische Ideologie von Meinungsfreiheit gedeckt. http://,Dec 09 2017,0,
"RT @name: #Jahresrückblick2017 - April

#Duisburg: 14-jähriger Junge sitzt beim Abendbrot, eilt mit seinem Vater auf die Hilferufe eines Nachbarjungen auf die Straße - und wird im Tumult zwischen Migrantengruppen von einem Beil niedergestreckt, stirbt im Krankenhaus http://",Dec 09 2017,0,
"RT @name: #Jahresrückblick2017 - April

#Hannover: Melissa S., 27 Jahre - abgemetzelt mit 22 Messerstichen am Osterwochenende von einem syrischen Flüchtling - nur drei Tage später ersticht dieser auch einen Bekannten - der zweifache Killer landet in der Psychiatrie
http://",Dec 09 2017,0,
"RT @name: #Jueterbog Kamerunisches Paar wird beim Schwarzfahren erwischt. Als die Bundespolizei die Identitäten klärt schlägt der Kameruner auf die Polizisten ein, während die Kamerunerin sich entblößt und die Polizisten mit Muttermilch aus ihren Brüsten bespritzt. http://",Dec 09 2017,0,
"RT @name: #Kaiserslautern: Südländisch ausehendem Dieb gefallen die neuen #Schuhe bei der Anprobe im Geschäft so gut, dass er mit ihnen das Weite sucht und seine alten dafür stehen lässt
http://",Dec 09 2017,0,
"RT @name: #Kassel: Afghane tauscht im Bekleidungsgeschäft seinen alten gegen einen neuen #Pullover und will damit türmen - sein ebenfalls afghanischer Begleiter hat sowas nicht nötig, er verdient sich sein Geld mit Drogenhandel
http://",Dec 09 2017,0,
"RT @name: #Kassel: Zwei Rumänen ziehen nachts mit einem #Tannenbaum im Schlepptau randalierend durch die Straßen - treten einen Autospiegel ab, werfen eine Papiertonne und einen Blumenkübel um
http://",Dec 09 2017,0,
"RT @name: #Kaufbeuren: Abgelehnter pakistanischer Flüchtling ist nicht an der Ausreise interessiert, an Fahrten nach #Italien aber schon - Verdacht auf Sozialleistungsbetrug
http://",Dec 09 2017,0,
"RT @name: #Kleve: Drei Rumänen haben bei einer Kontrolle im Auto gestohlene #Kleidung für 2.000 Euro dabei - die Diebstahlsicherungen hängen noch dran
http://",Dec 09 2017,0,
"RT @name: #Konstanz: Augenscheinlich ausländisches Paar bedankt sich bei einer Passantin mit Handschlag für eine Auskunft - zieht ihr unbemerkt den wertvollen #Diamantring vom Finger
http://",Dec 09 2017,0,
"RT @name: #Köln: Zwei Männer ""ohne festen Wohnsitz in Deutschland"" ziehen gewalttätig raubend durch die #Altstadt, belästigen junge Frauen beim Trickdiebstahl sexuell
http://",Dec 09 2017,0,
"RT @name: #Lüdenscheid: Mit Akzent sprechender Mann und sein Kumpan erbitten sich in einer Versicherungsfiliale einen #Toilettengang - rauben den Mitarbeiter dort aus, sperren ihn in ins Klo und bedienen sich aus den Räumlichkeiten
http://",Dec 09 2017,0,
"RT @name: #Marburg: Augenscheinlich ausländische Diebin dringt in die Wohnung einer 90-jährigen Dame ein, klaut ihr mit einer Komplizin #Schmuck für 25.000 Euro
http://",Dec 09 2017,0,
"RT @name: #Moslems reagieren IMMER gleich: Mit #Drohungen, #Gewalt und purem, ideolgisch gertiebenen #Vandalismus gegen alles nicht-muslimische.
Der #Islam war, ist und belibt für alle Zeiten eine #Terror-Ideologie!
#Jerusalem
http:// http://",Dec 09 2017,0,
"RT @name: #München: Marokkaner und Kumpels schlagen einem Mann ins Gesicht und werfen eine Flasche nach ihm, dabei versuchen sie ihm die #Armbanduhr zu entreißen
http://",Dec 09 2017,0,
"RT @name: #Neumünster: Drei Männer mit dunklem, südländischem Teint greifen nachts einen Jugendlichen an, wollen ihm das Handy entreißen - der Junge landet mit Verletzungen im #Krankenhaus
http://",Dec 09 2017,0,
"RT @name: #Nürnberg: Trickdiebin mit ausländischem Akzent stellt sich einem Senioren an der Wohnungstür als Apotheken-Mitarbeiterin vor - vermutlich ein Komplize klaut #Bargeld aus seiner Wohnung
http://",Dec 09 2017,0,
"RT @name: #Obersulm: Augenscheinlichem Südländer missfällt ein rauchendes #Mädchen (17) an der S-Bahnhaltestelle - nimmt ihr Zigaretten und Feuerzeug weg und zerstört erstere
http://",Dec 09 2017,0,
"RT @name: #Pforzheim: Drei Männer mit südländischem Aussehen bringen morgens einen Passanten mit einem Tritt ins #Knie zu Fall und rauben seine Börse
http://",Dec 09 2017,0,
"RT @name: #Pforzheim: Junge ""Südländer"" gehen während einer Prügelei auf zwei unbeteiligte Jungen los, schlagen und treten auf sie ein, verletzen einen 16-Jährigen mit einem #Messer
http://",Dec 09 2017,0,
"RT @name: #PolitikUmfrage

Was würden Sie mehr begrüßen? #Bundestag",Dec 09 2017,0,
"RT @name: #Ravensburg: Zwei vermutliche Nordafrikaner stoßen nach einem Ladendiebstahl die Verkäuferin nieder, türmen samt dem erbeuteten #Parfüm für 260 Euro
http://",Dec 09 2017,0,
"RT @name: #Rheinfelden: Mit Haftbefehl gesuchter türkischer #Gewalttäter tritt nach seiner Festnahme im Polizeiauto einem Beamten ins Gesicht und bespuckt ihn
http://",Dec 09 2017,0,
"RT @name: #Rheinsberg: 16-jähriger #Syrer  bedroht und belästigt  seit 2 Wochen eine 15-jährige deutsche Mitschülerin sexuell, grapscht ihr an Gesäß und Brüste - Meldung an den vorhandenen Lehrer bislang ohne Erfolg. http://",Dec 09 2017,0,
"RT @name: #Rostock: Mit Akzent sprechender Ganove kündigt einer Frau am Telefon einen #Gewinn an - möchte dafür 700-900 Euro ""Transportkosten""
kassieren http://",Dec 09 2017,0,
"RT @name: #Salzburg: Türke schießt vor einem #Nachtlokal mehrmals auf einen Landsmann und verletzt ihn lebensgefährlich
http://",Dec 09 2017,0,
"RT @name: #Sigmaringen: Flüchtling greift - vermutlich unter #Drogen - einen Wachmann im Asylheim mit einem City-Roller an - seine Festsetzung führt zu Tumulten unter den Bewohnern, die lautstark seine Freilassung
fordern
http://",Dec 09 2017,0,
"RT @name: #Sondershausen: Syrer gehen mit Holzlatten und Besenstielen aufeinander los, prügeln sich dermaßen, dass mehrere zu Bruch gehen - ein Streithahn im Krankenhaus
http://",Dec 09 2017,0,
"RT @name: #Stockach: Ausländischer Autofahrer ist seit drei Jahren in Deutschland ohne #Führerschein mit dem Auto unterwegs - hatte auch in seiner Heimat
nie einen http://",Dec 09 2017,0,
"RT @name: #Stuttgart: Syrer macht sich über Polizisten lustig, weigert sich dann, sich auszuweisen, tritt nach den Beamten und beißt einem in die Hand
http://",Dec 09 2017,0,
"RT @name: #Trebbin: Fremdsprachiges Quartet steuert nach einem Ladendiebstahl mit dem Fluchtauto direkt auf die Mitarbeiter des Einkaufsmarktes zu, die sie aufhalten wollen - die retten sich mit einem Sprung zur Seite
http://",Dec 09 2017,0,
"RT @name: #Trump ist gefährlich, sagen viele. Und wer das sagt, wird bejubelt, Trump wird angefeindet.

EU Politiker zerstören Europa. Das ist viel gefährlicher. Aber da werden die Zerstörer bejubelt und die Kritiker angefeindet. 

Merkt ihr was...?",Dec 09 2017,0,
RT @name: #Ukraine: 20.000 Neo-#Nazis marschieren in #Kiew. Der #Westen schweigt. http://,Dec 09 2017,0,
"RT @name: #Villach: Bei Streit um Geld schlägt ein Kosovare einen Villacher mit einem #Faustschlag ins Gesicht ins Krankenhaus
http://",Dec 09 2017,0,
"RT @name: #Waldkirch: Südländer entwendet aus dem Verkaufsständer vor einem #Sportgeschäft mehrere Jacken und türmt
http://",Dec 09 2017,0,
"RT @name: #Wien: Zwei Serben überfallen ein Rotlichtlokal - als die rumänische #Bardame sie nicht versteht, schlagen sie zu und besprühen die Frauen mit Reizgas, türmen mit Handtasche und 3 Handys
http://",Dec 09 2017,0,
"RT @name: #Wiesbaden: Südländische falsche #Wasserwerker mit Akzent klingeln bei einer betagten Dame, lenken sie ab und brechen ihre Kommode auf
http://",Dec 09 2017,0,
"RT @name: #Wolfenbüttel: Kunde mit südländischem Aussehen lenkt eine #Blumenverkäuferin ab, ein Komplize klaut die Kassette mit den Tageseinnahmen
http://",Dec 09 2017,0,
RT @name: -#MERKEL MUSS WEG!—in 🇩🇪geht Jeder für Alles auf die Straße...von Verdi bis hin zu Mord-durch #Abtreibungen ! Aber gegen #das Töten 1️⃣ ganzen Volkes-🇩🇪 u.es bezahlt auch noch dafür Nicht! ??—W A R U M???—👇🏻 http://,Dec 09 2017,0,
"RT @name: ....👆🏻absolut Korrekt! ..und genauso wird es kommen-Geschehen!! „👆🏻denn Sie wußten was Sie tuen“ aber dann,was Sie hätten besser Nicht getan! ....zu Spät😖!! ...WIR für unseren Teil,haben uns geschworen:————————————Sterben lieber stehend,als Kniend zu fallen!❗️ http://",Dec 09 2017,0,
"RT @name: ...so wie es schon immer war... so wie Es immer bleiben wird! ...man“hätte“uns u.g.Europa ja auch eines Besseren belehren-zeigen können!? ...aber Nein,endlich ist auch die Letzte aller Masken gefallen u.1jeder der es immer Noch nicht raffen wollte-sollte spätestens Jetzt Wake up! http://",Dec 09 2017,0,
"RT @name: ...👍🏻!...u. oder ...erst dann,wenn Nicht der Postmann ...sondern die Schlachter klingeln! doch dann nützt kein Geplärre mehr was! http://",Dec 09 2017,0,
RT @name: ..❗️Heute wichtiger denn je! http://,Dec 09 2017,0,
RT @name: ..👍🏻 ...und Honeckers Ziehtochter-👺! - genähert mit Muttermilch von der Stasi! http://,Dec 09 2017,0,
"RT @name: .@news @name @news Gibt es mal eine Antwort auf diese Frage, die bereits über 1200 Interaktionen hatte u mehr als 30.000 mal gelesen wurde? Wir zahlen alle Eure Gehälter. Manchmal berechtigt, immer zwangsweise. Oder sind Sie am Wochenende nicht besetzt? http://",Dec 09 2017,0,
RT @name: 04.12.1944 - Die Schreckensnacht von Heilbronn http://,Dec 09 2017,0,
"RT @name: 14.12.17 12.00h Pressekonferenz Putin. Unter geladenen Journalisten auch ARD Vertreter (zB Goline Atai). Mal sehen, wie ""neutral"" die Berichterstattung wird🤔",Dec 09 2017,0,
RT @name: 1A++++ Freude! Hoffentlich brechen die im jeden Knochen http://,Dec 09 2017,0,
"RT @name: 33 statt 17... kommt auch optisch hin und zwar nicht nur bei „MUFL“ Hussein K. Meine Güte, wie können sich Behörden nur so vorführen lassen. Und dann noch mit so schrecklichen Konsequenzen. #Freiburg #Asylkrise http://",Dec 09 2017,0,
"RT @name: 84-jährige Ladendiebin „Oma Ingrid“ wird noch vor Weihnachten aus der Haft entlassen http://
Die arme Omi muss auf ihre alten Tage noch was mit machen 😢
Naja aber die Sahnestücke nach fast jeder Gewalt frei lassen ,da platzt mir echt mein A..... 😈",Dec 09 2017,0,
"RT @name: @c_lindner @name Copy & Paste, Herr Lindner. Das ist einfach peinlich. Die #AfDimBundestag hat den Gesetzentwurf zur Aufhebung des #NetzDG bereits am 20.11. auf den Weg gebracht.",Dec 09 2017,0,
"RT @name: @name #Merkel ist nur EIN BÖSES ALTENS WEIB. Die Enkel der Aufbaugeneration stehen erstarrt vor ihr wie das Kaninchen vor der Schlange und sind sich nicht bewußt, daß sie die Kraft von Millionen Mungos haben, dieser Schlange den Kopf abzubeißen und das Erbe der Großeltern zu retten !",Dec 09 2017,0,
RT @name: @name .Leider auch hier ein #BildDesJammers! #DiversitySucks!!!,Dec 09 2017,0,
"RT @name: @name @name !Warning Graphic! - potentielle Verstöße gegen die Menschenrechte in Syrien...oder so
http://",Dec 09 2017,0,
"RT @name: @name @name @name @name @name @name @name Genderstudies, das einzige Studium aus dem man dümmer rausgeht als rein.",Dec 09 2017,0,
"RT @name: @name @name @name @news Ziemliche Zwickmühle jetzt für unsere : DerIslamgehörtzudeutschlandpolitiker.
Ich bin mir sicher, dass dies erst ein laues Lüftchen ist, genau deswegen gehen seit 04.09.2015 meine Sirenen.",Dec 09 2017,0,
RT @name: @name @name @name Ich bin ein ital Patriot. Kann Ungereimtheiten und Ungerechtigkeiten nirgendwo ertragen.,Dec 09 2017,0,
"RT @name: @name @name @name Komisch.
Wenn ich auf der Arbeit so einen hochgradige Mist absichtlich baue, werde ich fristlos gekündigt.
Die #Arschmade hingegen wird sogar noch belohnt.
Irgendwie stinkt doch das ganze System zum Himmel.
Und alles, was wir dagegn tun, ist twittern, bis die Griffel rauchen. 😭",Dec 09 2017,0,
"RT @name: @name @name @news “Deutsche sollen...“, “Deutsche müssen...“

Ich kann das echt nicht mehr hören.",Dec 09 2017,0,
RT @name: @name @name Dafür gibt es nur eine Anwort. Rein in die nächste Kirche mit ner leeren Literflasche Weihwasser besorgen und die Wohnungen im Namen Jesus einweihen. Davon Videos ins Netz und die Islamisten schreien gleich. Da gehen wir nicht rein. Diese Wohnungen sind beschmutzt 😂😂😂😂,Dec 09 2017,0,
"RT @name: @name @name Damit macht Herr @nameöder der AfD ein grosszügiges Weihnachtsgeschenk! Die Stunden der @CSU sind bald gezählt. @name geht auch ohne @nameüder der @CSU. @name, Franz Josef, Gott hab ihn selig, wird sich im Grab umdrehen. @name Söder, macht‘s möglich!",Dec 09 2017,0,
RT @name: @name @name Dann kann er höchst persönlich seinen Brüdern die Stirn die Wangen den Mund die Füße und wenn nötig den Arsch küssen und was weiß noch alles und das in ihrem heiligen Land.,Dec 09 2017,0,
RT @name: @name @name Das freut mich. In ganz Europa gibt es kein zweites Volk das so feige ist wie die Deutschen. Die warten erst ab bis Angela ein Gesetz erlässt das Widerstand ausdrücklich erlaubt.,Dec 09 2017,0,
"RT @name: @name @name Das ist seit Jahren Thema. Meist sind es die politischen Helfer der #Asylindustrie, @Die_Gruenen, die eine Alterfeststellung verhindern.",Dec 09 2017,0,
"RT @name: @name @name Die Frage ist immer die gleiche, warum demonstrieren sie nicht in ihrem Land und warum wenn sie ihren ach so tollen Führer so lieben, warum gehen sie bitte alle nicht zurück in ihr Heimatland. 
Warum nur nicht bis her konnte uns das noch keiner erklären.",Dec 09 2017,0,
RT @name: @name @name Die Sicherheitslage in Brasilien ist extremer alls in Syrien! Berlin ist wie Aleppo! Teile von Stockholm sind unsicherer als Afghanistan! Nur Beispiele zum Nachdenken!,Dec 09 2017,0,
